@relation '6HumanCoded Dataset. Positive and negative scores correspond to the average judgement of at least 3 annotators. More info at: http://sentistrength.wlv.ac.uk/ '

@attribute content string
@attribute pos numeric
@attribute neg numeric

@data
'UnyuuRT @NabilaKariza: Its my last year RT @muthiahanifah: RT @NabilaKariza: Two games more before finish my (cont) http://tl.gd/b4scu',1,1
'RT @RealImage: @UniqueAfrika LOL...damn s0n 4 real??? I wish I was there I wuld of had the o000000000h (cont) http://tl.gd/b1g3p',1,1
'@MzXtremeClass lol ok thanks for telling me cuz I would\'ve spilled the beans...*lips sealed*',2,2
'Four days of wheat bread. My version of fasting for Lenten season.',1,1
http://bit.ly/bBUFDi?q=naruto-fanfiction-puffy-nips-lindsay-lohan-sex-tape-hot-nude-models-dog-diapers,1,1
'@khyLEEahx3 I REALLY dont appreciate how jeanmarc johnmarc (u get the point) followed me without tellin me! and i was tlking about all types',1,3
'.@dff_ClickBokin ??????!??????????1??????????????????????????????????????????? http://www.dff.jp/ct/twit/haiti/',1,1
'RT @TomPiperFresh: That\'s it  I give in  i want one  I\'m buying an iphone....',2,2
'So many folks sleep on Tue but if u play it right  it could be a big too',2,1
'Buy Cheap HP 2509m 25-Inch Diagonal Full HD LCD Monitor (Black) Specia http://bit.ly/d3ZOQe',2,1
'OneForty and iTunes App Store: Do They Intersect?: ?Well  its just an app directory? ? this was our initi... http://iptiam.com/?p=342 #ipad',1,1
'Beautiful  Dirty  Rich: http://www.last.fm/music/Lady+GaGa/_/Beautiful\%2C+Dirty\%2C+Rich',2,2
'Ihop getting ready to grub!!! http://twitpic.com/14x8qu',3,1
'VW Golf - ?9980 - 1390cc - 17276 miles - 2009 - Petrol - Manual - Reflex Silver Metallic - Hatchback - 3 Doors - http://bit.ly/6fNJDL',1,1
'@mindstatements im kinda down for the Wizards  but for my hard earned $3 dollars i wanna see a close game or a complete blow out',2,2
'@_sutcliffe today is actually national pancake day. happy holidays to you and yours',2,1
'@SteveOReilly Yeah  Im going to that one live  i cant believe the shit Mir just said about Brock Lesnar',1,2
'Also  I feel like I finally did something genuinely good for once.',3,1
'@StuBamforth Free Virtual Servers - http://www.freevirtualservers.com/hosting.htm',1,1
'I think i accually want to go to school  hm.',2,1
'@spyderrich nah I had it I just had it taken off in the other pic!!!',3,2
'i just w0nder if u ever think of me..happy thoughts',2,1
'@missvhudgenss haha my little cousin but Im not so sure shes the best judge... a cucumber doesnt measure itself. XP',2,2
'Full Tilt Poker 2009 CD-ROM zip - http://bit.ly/aXHMrs',1,1
'http://twitpic.com/116sz6 - New D-Block @LargeAmount New Mixtape Fire On The Lean Vol 2. Hosted By DJ Streets Preimer (Premo) Tape!!',1,1
'Tycoon\'s Network Partners with Health & Wellness Co..New Partnership Rejuventates MLM INDUSTRY.Options @ http://budurl.com/z3sx',1,1
'Let\'s see....twitter or homework? Hmm.....is that even a descision?',1,2
'can\'t wait for 11:30 :-D',3,1
'im sleeepy geezz wiizzz bt i wanna go to the mall ima tell my babe @marito415 to take me =)',2,3
'Auction Listing Template - Pink Hearts - $1.50: You are bidding on the template to be used in? http://goo.gl/fb/wMia',1,1
'RT @tutordaily: What is the name of the brush used in curling?: What is the name of the brush ... http://bit.ly/d7kJt0 answer to #win #ipod',1,1
'@Mini_Mimi_23 lol really?!? yea i been born and raised here hehe...im a southern girl at heart too :)',3,1
'@Leslieeann I need your help - please join my clan! http://ninjaclash.com/invite/direct_link?uid=1000146530',2,1
'@ErinHere lucky you! I\'m dying to read The Passage.',3,1
'@docbrite Wow! I never noticed that EITHER! Wonder what was going on in the King\'s mind when he named them?',1,3
'Having some pizza at Aniello\'s with my brother and his gay friends. Can\'t wait to get a piece of sausage!',3,1
'RT @NickMcHenry: Dear Miley Cyrus will you please teach me to nod my head/move my hips like YA???',1,1
'@gvh0203 I was gonna talk to u bout that cause I wanna buy my #miniplan...I think its the 21 games one in the lower reserve for about $260.',2,1
'i #love #gmail :) mail  calendar with sms reminder and such.. buzz!',3,1
'@JillibEan623 fair. . . My stomach is full after my cheese and crackers lunch too. Us dainty\'s have to stick together',1,2
'I cant wait till the ist of March and maybe they will believe me',2,1
'RT @catchme_J: Can\'t wait for the world tour 2010 .. So excited ! <3',3,1
'RT @ithinkthatTOO: How can there be people out there that abuse animals..just how could they do that?.. #ithinkthatTOO',1,2
'It is crazy! RT @Marcusfitz1: Its crazy that Westbrook & LT were both released within days of each other and (cont) http://tl.gd/b8nma',1,2
'I feel like I\'m getting a fever again  this can\'t be good',1,2
'Yet another blog post to make you question my sanity http://completespaz.blogspot.com/2010/02/olympic-spirit-will-probably-never.html',1,2
'http://bit.ly/9ZABgU how do i find music on my pc that i have copied fro a vinyl record?',1,1
'@PixiesLiLKiLLaH Follow @GarySamuel1989 its gary from monroe',1,1
'@basicTeeC Lol  awww. Why she say that. That\'s not nice. :(',1,2
'@thebg5lover My favorite is the Cherry Almond Meal Bar   bit.ly/bBtE72  but I\'ll check and see if new flavors are in the works.',2,1
'ahahahah How to Suck at Facebook http://theoatmeal.com/comics/facebook_suck',1,2
'Lookin str8 ahead.No time for looking back. Going to my sisters band concert today. aww family time.lol :)',3,2
'RT @ShanikaLaShae: Jade is freaking hilarious! ? ? How Low Can You Go? How Low Can You Go? ? ? Lmbo! http://twitvid.com/C4FA5 To Cute aww',3,1
'I hope everyone is having a great and productive week thus far! Make it happen!',3,1
'@XxSceneDreamXx And all the rest of his movies!!!',3,1
'RT @mattvardy: Check out Ontario\'s most exciting up & coming pop rock band... pardon? Yah I said it: http://wp.me/pEZ9F-8J @tonighttonightt #musicmonday',2,1
'LAH? RT @witaramaditha: obor obor -_- lawak RT @anesilver Ada apa nih ada apa? RT @tiaramw: Saya butuh mereka ----->',1,1
'ok i love yall like play Fam but i got a shoot to do tomorrow and need to rest my good eye up drop me a email or text me ill get back 10000',2,2
'Listening to the new Joanna Newsom cd and taking a quick snooze.',2,1
'@lineababy im sure if i explain why its my fave  you wont give a shit in the end  choona! so stop asking.',2,2
'@Blessingbieber heeeey can you PLEASE help me get to 4 000 im so close',3,1
'Follow @ARoadRetraveled A #traveltuesday favorite who will take you around the world from your desktop. #rec',2,1
'Featured Job: Business Development Manager (M&E)  Surrey: M&E Business Development Manager (Surrey). c?60K-?... http://bit.ly/cyEbj4 #Jobs',1,1
'>:| I fucking want to kick my brothers asss I swear stupid fucking prick.',1,4
'Great to hear that Scotland international Thom Evans is on the road to recovery after his injury picked up in the... http://bit.ly/9wzpIS',2,1
'Google Earth arrives on Android devices: Google has officially released its Earth app for the Android mobile opera... http://bit.ly/9T6kFC',1,1
'@DelishaLouise just step out of your comfort zone and you\'ll eventually be comfortable. (Fake it till you make it)',2,2
'RT @YuksGirlYum: He has arrived.the next big thing in Pop Music.my best friend & cousin Jeremiah Scott!! Follow him @JScottOfficial',2,1
'im only 16 and i already have wrinkles ;_; i need to stop scrunching my 4head and get antiwrinkle cream STAT',1,3
'@ramsin_taffles yeah i\'ll be away 10th-17th. i\'m so worried! i hope shes here before the 5th but after the 1st :P haha',2,3
':slips on my shoes then calls Stacey to meet up for lunch and catch up http://bit.ly/bnF9na :',1,1
'Check http://bit.ly/b7JQC to hear the story behind the rest of the elements of the periodic table.',1,1
'@Gabi_Jones just found a ringtones section on the official conservative website. a-m-a-z-i-n-g',1,1
'@PersonaJLesus Oh you\'re so nice ! I smile for you ! Hope you smiling too ! Thanks a lot for being here ! I love you too :) <3',3,1
'I wonder why in tarnations Americans are so puritan that they actually expect their superstars to apologize for getting laid... #TigerWoods',1,2
'@geroysimon what are you coming to PG for?',1,1
'@mikesobel Too bad I\'ve been stuck on the southside...this fog/haze stuff is getting old... @chrishayden is about to show you :)',2,2
'Peaceful evening shame about the PER scan. It seems there was a double agent amongst us. Good riddence',2,3
'Wish I had power to change people\'s mind... I don\'t so PRAYER will have to do!',3,2
'@withlovenico yeah super cute and he\'s the only band member that I know. Lol! Suresure ! Show me on fri!',3,1
'Photo: (via everythinglove) http://tumblr.com/xkz6r2l3w',1,1
'<--- eating popcorn...@LondonRain1913 We won\'t tell',1,1
'so...let\'s say I\'d offer a profile pic for a $50 donation to a charity of my choice. Takers? (i\'ve done mine @partray and @wccogal )',1,1
'@essdogg  3 Favs! Your tweet has been favorited by 3 people. http://favstar.fm/users/essdogg/status/9559303051?a=m',2,1
'RT @ThisIsSethsBlog Seth\'s Blog: How to use clich?s http://bit.ly/cJl0ku',1,1
'RT @StarCreations: RT @dutchfeltart @GlassRiverJewel: Sweet Spring! http://bit.ly/czZKl3 #etsy #wwes',2,1
'@LilPhilty lol if that\'s what I meant I\'d admit it nigga! Haha',2,3
'Groundhog day may finally be over. Today is my last day of class! Big deadlines tonight...',2,2
'lies on top of lies smfh',1,2
'Viral video: Wade Phillips YMCA in Miami: If you look really hard you can see Drew Bledsoe crying in the corner. http://bit.ly/9HR1rB',1,1
'Check Out Rock Band Guitar Skin  Fits Xbox 360 / PS3 (Stratocaster Guitar) Zakk Wylde - Bullseye http://bit.ly/9K7zOv',1,1
'I NEED 30 more min me sleep..... but I guess not - cause that would make me late to work!',1,3
'M.C.M.D. Illustration http://www.flickr.com/photos/mooselumps/',1,1
'I thought Didi Benami did very well. =)',2,1
'RT @smashingmag: Twitter users send 50 million tweets every single day - http://blog.twitter.com/2010/02/measuring-tweets.html',1,1
'roll call -- who is here on this rainy day ?? http://bit.ly/bEtom2',1,1
'Hoste Rooms: Full BC technical web comic: http://fullbc.in/index.php?comicid=70 via @addthis',1,1
'@wordtoraven Alright then. Thanks.',2,1
'Kodel auk?tasis mokslas u?sienyje tampa toks patrauklus?: Tarptautines Europos organizacijos Dream Foundatio... http://bit.ly/9ZhMuX Balsas',1,1
'@bevysmith You are watching a nervous breakdown in real time.',1,2
'http://twitpic.com/1501qo chicken n guacamole  the rest of the dish is still cookin..n i didnt deep fry da chicken its baked',2,1
'Check this video out -- Progressive Ad http://youtube annschild7 please vote for me.. Thanks',1,1
'I need to bring up my grades. Bahh.',1,2
'I just got some FREE music from Joy Williams. You can download it here: https://www.noisetrade.com/joywilliams',1,1
'@SilkLi I see. Up and about or still wrapped up in sheets?',1,1
'I have added La donna e la sua ombra to my aNobii bookshelf http://i.anobii.com/350e42',1,1
'tembang pagi hari ini  Gugun and The Bluesbug - Woman',1,1
'It is hypocritical to pray for victory over our sins yet b careless n our intake of the Word of God. - Jerry Bridges http://myloc.me/48QeI',1,2
'It would appear that my account has been hacked! FUCKERS!',1,4
'RT @mrbones305: B.R.E. presents Blood Raw AMERICAN GANGSTAS da mixtape http://www.livemixtapes.com/mixtapes/11206/blood_raw_the_real_american_gangstaz.html',1,1
'@jallah @adamtwentytwo Andy Hundly got head for $5 and then punched the girl in the face left her $3 and dipped. Rtrtrtrtrt',1,2
'RT @dawnlilly: RSVP HERE --> (http://caltweet.com/63u ) - Miss MINI of Pittsburgh Spokesmodel Search ReTweet Please',1,1
'READ: The Legacy Of Che Guevara: Internationalism Today via Peter Custers > http://bit.ly/cLLQD4',1,1
'lol   bobby you a fooll   ANYWHOO... lol   hoppn in tha shour... SOOO bbl-- NO PHONE TIL SUNDAY',2,3
'OSU players talking confidently about UCLA  USC games. .. Omari Johnson said  I think we can win both of them.\'\'',1,1
'Download: iBusinessPromoter (IBP) 11.7.1 http://meta-downloads.info/2010/02/24/ibusinesspromoter-ibp-11-7-1/',1,1
'RT @tedtalks: Today\'s talk  from #TED 2010: Autism activist Temple Grandin says the world needs all kinds of minds http://on.ted.com/8A29',1,1
'New Music: Rhymefest & Skyzoo ? ?Crack The Code? http://ow.ly/1aBUI',1,1
'http://twitpic.com/153rou - Nokia was here and all I got was Blue Balls.',1,1
'@PaulaXFactor Thank you! :) I will do it first thing when I come back home tomorrow! :) x',3,1
'@desi4love whats up what u getting into',1,1
'#oneofmyfollowers likee me. I likee one of em. Andd one of em wnt get off my BACK',2,2
'@Kenasha I cosign lol',2,1
'#1: ?5?????????? ??????? ??? ??? ??? ???? ??? 21020.11 [?????]http://rakutenshop.dip.jp/i/iamazon-new/201002/24/B0035ZXV5I.HTML',1,1
'Gate Attendant: TX-Houston  Are you searching for an opportunity to be a part of a team? Do you find it important... http://bit.ly/aRfYJ5',1,1
'Remy Ma Interview w/ Jenny Boom Boom And Dj Craig G - http://djgone.tv/videos/video/1108',1,1
'Lopez tonight baby!! http://myloc.me/47uXg',2,1
'@AndeGregson how did Perth go ? all to plan',1,1
'a year ago today  sunrise over the harbor in Annapolis  Maryland. http://flic.kr/p/636nq7',1,1
'Pork Chops stuffed with apples and scalions  fennel  roasted potatoes and what wine...first thought was Riesling.',1,1
'@thetwatwaffle I always say twat muffin  that\'s kind of like twat waffle! lol',2,1
'@Achxsel guck mal wer in der Playlist drinne ist ;) http://www.betonblume.com/s_ites/bb003.html',1,1
'@writerinmydream they don\'t really scare me....they are def going after big fics',1,2
'If you go to hell  not to worry  because you will be so busy shaking hands with all your friends that you won\'t have t? http://lnk.ms/4mw3X ',1,1
'Get a sneak peek at the stage production of The Drowsy Chaperone (video): http://bit.ly/ajZcRD',1,1
'Getting Around Venice | http://www.findyourarticle.com/article.php?id=245',1,1
'@eddiemunchies can you tell my mom to be here at 2:15 please!',2,1
'@vocarosia /for some reason  dies D: /please don\'t bury me with the mask on',1,2
'@teodoroo kkkkkkkkk Darth Lia boa hauhauhUHHIHHIHI',1,1
'Does teaching low-performing and high-performing students... http://tinyurl.com/yb63a8e San Antonio Children\'s Academy',1,1
'Martin Creed\'s marble steps hit a stumbling block http://bit.ly/9VLcRN',1,1
'Going on since 10/08: I am at my witts end. Started looking for help way back in Oct of 2008. We are in a 6.75\% ... http://bit.ly/9q95vM',1,1
'For you night owls... go check out the Technolationship! http://uniformkayos.wordpress.com/2010/02/24/technolationship/',1,1
'I am finally the proud owner of my own PS3!!!! I have some other things to comment on but this is the only positive.',3,2
'I\'m surprise @WilliamHTho remembered a quote from me',1,1
'RT Go get a copy of @Somaya_Reece #TRAMP it\'s on tunes!!=> http://bit.ly/9Qx388 only 0.99 cents!!',2,1
'3Downing these alcoholic shots I feel numb and desolate/ My senses are starting to rest/ Gentle Mimosa ',1,2
