@relation 'Twitter Sentiment Analysis Sanders Dataset. More info at: http://sananalytics.com/lab/twitter-sentiment/'

@attribute content string
@attribute topic string
@attribute Class {positive,neutral,negative}

@data
'Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica',microsoft,neutral
'#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft',microsoft,neutral
'#Microsoft CEO Looks Ahead at Social and Mobile Plans http://t.co/wYmFplCs #marketing',microsoft,neutral
'i see the #microsoft #lync 64-bit installer still tries to install to C:\\\\Program Files (x86)',microsoft,neutral
'&quot;#Microsoft details Windows 8 search improvements&quot; - via @SlashGear http://t.co/JCawWRzQ',microsoft,positive
'Listening to Doug Leland #Microsoft  big data guru. Social media impact huge not just data wise but within tools to manage data #gartnerSYM',microsoft,neutral
'Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations',microsoft,neutral
'Doesn\'t #Microsoft Research\'s new touch technology resemble a lot the one developed by Pranav Mistry in ~2009? http://t.co/yZ9xGQGM',microsoft,neutral
'Can\'t wait until I can visit the holodeck! Thanks for sharing. RT @karljuhlke Beam me up #Microsoft! Microsoft has... http://t.co/ZGbk3xnK',microsoft,positive
'#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications',microsoft,neutral
'.@allie_hooker #Microsoft has the edge in its cloud integration across its different platforms. Tablets still definitely lag behind though.',microsoft,neutral
'@allie_hooker  #Microsoft has the edge in its cloud integration across its different platforms. Tablets still definitely lag behind though.',microsoft,neutral
'#Microsoft Released Camera Codec Pack For Supporting RAW File  #Windows',microsoft,neutral
'@SmartKeitai Yeah I saw it @Google is taking seriously what #Microsoft has done with #Metro UI but yeah looks good Android 4.0',microsoft,positive
'RT @ObinnaOsobalu: How to resolve incorrect file associations in #Microsoft #Office2010 http://t.co/FgbcXyTP',microsoft,neutral
'Undecided how i feel about new #microsoft #searchengine idea but could be cool minus the whole celebrity impersonation http://t.co/BdfKJGkz',microsoft,neutral
'#apple #facebook @facebook  #microsoft hahahahaha http://t.co/XeNSzCjh',microsoft,neutral
'RT @UMDNews: The Future of #Information: Innovators from #Google #Microsoft &amp;#Twitter  Nov. 14-18  Info &amp; registration at http://t.co/kJKZ77Zy #UMD',microsoft,neutral
'@bitwizards I\'m Chillin in #Microsoft Commons at #CIO Summit  http://t.co/kj890KmF',microsoft,neutral
'Why I love #Microsoft &gt; Microsoft hosting Kids TechFest to encourage careers in tech  http://t.co/fmzFWgYv #babygeeks via @Techflash',microsoft,positive
'RT @drkhan: Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault',microsoft,neutral
'At the #VMworld party looks good but I wonder who are the better dancers; #VMware or #Microsoft employees! ;-)',microsoft,neutral
'@Brittjje #MICROSOFT',microsoft,neutral
'Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/cxovk5WW #buildingwindows8 @buildwindows8 #tech #microsoft',microsoft,positive
'Microsoft explains new improvements in Windows 8 Start screen search: http://t.co/pq67GRra #buildingwindows8 @buildwindows8 #tech #microsoft',microsoft,positive
'#Microsoft #Search Idea Could Let You Search Like Miley http://t.co/JoMucrMb',microsoft,neutral
'enjoy  #Microsoft #Search Idea Could Let You Search Like Miley http://t.co/GWOkOCEg great',microsoft,positive
'#Microsoft bringing #touchscreens to walls clothes and more http://t.co/bmQf5wEx #tech',microsoft,neutral
'Is #Microsoft just another evil corporation? Beware when it comes to buying a #Windows8 PC http://t.co/QbgXXJMm',microsoft,negative
'#skype is now part of stupid #microsoft it seems',microsoft,negative
'#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42',microsoft,negative
'#Microsoft Bing is The New King of Search Tipped #Google Search http://t.co/61OgLIKA',microsoft,positive
'#Microsoft #PowerPivot gives users the power to create compelling self-service #BI solutions. #infinitywebinar',microsoft,positive
'#HPVirtualSystem 4 #Microsoft is the latest solution from HP &amp; Microsoft????????s $250 million I2A initiative http://t.co/4VCIUZGL',microsoft,neutral
'How to install Windows 7 ???????? What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft',microsoft,neutral
'#Microsoft Excel Tips: How To Alternate the Color Between Rows #tips http://t.co/WJWREFjJ',microsoft,neutral
'#pardus SecureBoot\'a Kar???????? Duruyoruz!: http://t.co/Uiwn6fgQ #fsf #secureboot #linux #microsoft',microsoft,neutral
'Apple + Microsoft...The Difference: How #Apple Eclipsed #Microsoft @PSFK: http://t.co/Rmi8oSMi #brand #brands #marketing #innovation',microsoft,negative
'#Microsoft #Office: A #Shortcut To #Find Your #Microsoft #Office #Documents http://t.co/QojWxB50 via @ibad.info',microsoft,neutral
'#Microsoft knows how to kick off an opening but I don\'t quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w',microsoft,negative
'Are you going to #RSNA? Visit #Microsoft at booth 1411 http://t.co/wdHFz7hp #RSNA2011 #RSNA11 #radiology #Amalga #HealthVault',microsoft,neutral
'Today\'s #bargain? Check #Microsoft Bluetooth Mobile Keyboard 6000 http://t.co/sXpNubdH  #tech #deals',microsoft,neutral
'RT @amarsanghera The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing opinions???????',microsoft,negative
'Agree ! RT @MuraineR: #Microsoft launching the OmniTouch how funny I though that was an @ALUEnterprise soluti??????? (cont) http://t.co/xyWfXsDL',microsoft,neutral
'RT @E2EVC: #Microsoft #SCVMM #2012- Session by @virtualfat - all u need to know about the new 2012 version. #e2evc Register http://t.co/eZBtVm9Z',microsoft,neutral
'http://t.co/cBCEFILN - Many-To-Many Control for #Microsoft #LightSwitch',microsoft,neutral
'The Future of #Information: Innovators from #Google #Microsoft &amp;#Twitter  Nov. 14-18  Info &amp; registration at http://t.co/kJKZ77Zy #UMD',microsoft,positive
'Another Gem from #Microsoft - Curate your personal history with  &quot;Project Greenwich&quot;.  Available later this month. http://t.co/KgNrbVgp',microsoft,positive
'MS Access: a database reporting tool programmable forms w/ VBA part of MS Office #Microsoft should add web front end admin console/util',microsoft,neutral
'If #Apple came out with gaming console (ala Xbox 360) that blew the current players out of water #Microsoft and #Sony would be in trouble',microsoft,negative
'RT @thomasgoubin: RT @cmaneu: #stage #Toulouse #Microsoft #net #SuperBo????te #Win8 #geeks = http://t.co/kWfptH4P (Please RT ;)',microsoft,neutral
'iCloud Control Panel for Windows: http://t.co/8nJ4VHNL #win7 #windows7 #apple #ipad #iphone #ipod #iphone4s #microsoft #icloud',microsoft,neutral
'#Microsoft opens a temp #Kinect / Windows Phone Store http://t.co/txnKgFzl #wp7 #windowsphone #xbox360 #wp75 #msft',microsoft,neutral
'Hanging out at #Microsoft Commons with @VinceMayfield',microsoft,neutral
'RT @AndroidTopNews: Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer',microsoft,neutral
'The fact that #Microsoft are using a #QRCode alongside one of their colour code shows the format is failing opinions? http://t.co/BlhHGOpo',microsoft,negative
'Windows 8 on a #Tablet? Can #Microsoft put a bruise on the #ipad? - http://t.co/WGRMnyPi #productivity #office',microsoft,neutral
'Steve Ballmer: Android is for computer science geeks http://t.co/o7vJl4Tl #News #android #google #microsoft #steve_ballmer',microsoft,neutral
'@Rich021 Thank you my friend!  Much appreciated and keep up the great work!  I hope you clean house on #Microsoft #Rewards here! #Retail',microsoft,neutral
'Creating #Pareto charts using #Microsoft #Excel http://t.co/dXbKq8q8',microsoft,neutral
'Project Greenwich 2 be released by #Microsoft Research lets people curate their own personal history http://t.co/ocre5FwU',microsoft,neutral
'#Microsoft researchers want to turn your hand into a #touchscreen http://t.co/WJAB0tMQ via @arstechnica',microsoft,neutral
'If #Microsoft had more interoperability between their products (Xbox 360 Windows 7 Windows Phone 7 Zune) I\'d be a Windows Phone user.',microsoft,negative
'Set up an environment where you get innovation. Share those expectations with your suppliers. #SIGSource #Microsoft',microsoft,neutral
'Beam me up #Microsoft! Microsoft has #holoDesk research project: http://t.co/KlMgkh5V',microsoft,positive
'RT @Surface: PC Podcast 39 (#GITEX #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYnHear the latest with @Surface from GITEX in Dubai.',microsoft,neutral
'PC Podcast 39 (#GITEX #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYnHear the latest with @Surface from GITEX in Dubai.',microsoft,neutral
'#Microsoft - We put the &quot;backwards&quot; into backwards compatibility. #instantfollowback',microsoft,negative
'#Microsoft\'s plan for bringing its #BI tools to iOS Android and Windows 8deviceshttp://ww... Read more at http://t.co/bhhgh5QC',microsoft,neutral
'Set up an environment where you get innovation. Share those expectations with your suppliers. #sig2011 #Microsoft',microsoft,neutral
'Is #Nokia chief executive a #Microsoft mole? http://t.co/jkOTcrMbStephen Elop accused of destroying Nokia so Microsoft can buy it cheap.',microsoft,negative
'#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...',microsoft,negative
'Join us Wednesday Nov. 2 for a webinar featuring #Microsoft #Lync deployments with #snom #UC. Register today at http://t.co/B1pr1kIX #VAR',microsoft,neutral
'RT @jilldyche: Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC covering  #Microsoft. You rocked it Ed! #fb',microsoft,neutral
'RT @infamarketplace: Tool  to allow users to apply #DataQuality rules directly from MS Excel. Learn more @infamarketplace. http://t.co/jkZqrnO6 #Excel #Microsoft',microsoft,neutral
'#Microsoft builds a functioning ???????holodesk???????? to interact with digital items http://t.co/otvmQxJ2',microsoft,neutral
'Wow. Lots of negative comments about #windows8 on the @BuildWindows8 blog. I sure hope #Microsoft is listening #keepthedesktop',microsoft,negative
'Just saw my bud @EdMaguire of Credit Agricole Securities interviewed by @TylerMatheison  @CNBC covering  #Microsoft. You rocked it Ed! #fb',microsoft,neutral
'RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #SystemCenter',microsoft,neutral
'Thanks to Steffen Krause #Microsoft for a great SQL Server Session @EuropeanSP.',microsoft,positive
'RT @The_Victor2 HoloDesk: #Microsoft unveils technology that\'s one step closer to human/digital interaction. http://t.co/oP379ycF #hardware',microsoft,neutral
'US Microsoft stores offering free Windows Phones when you spend over $499 in store http://t.co/qCrKjagG #Microsoft #WindowsPhone #Tech',microsoft,neutral
'This is how charity works these days. http://t.co/839klkFH #billgates #philanthropy #microsoft',microsoft,positive
'When u dine with a customer u shoukd never explain abt solutions unless he ask  M$ never lean the concept #microsoft #fail',microsoft,negative
'Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #SystemCenter',microsoft,neutral
'Ballmer Thinks You Have To Be A Computer Scientist To Use Android http://t.co/VKV2TBcj #tech #microsoft (i agree to some extent)',microsoft,positive
'RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft Tech Center Irvine',microsoft,neutral
'#Microsoft shows \'touch screen\' for any surface http://t.co/0nIKPPWf',microsoft,neutral
'RT @TheCloudNetwork: #Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android iPhone: According to GeekWire Ba... http://t.co/5L3vWLZJ #TCN',microsoft,neutral
'@hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft Tech Center Irvine',microsoft,neutral
'RT @DaveBakerD2L: RT @goVHS: #Microsoft has just released a case study featuring @goVHS and @Desire2Learn. http://t.co/iG4Qm3Sn #goVHS #D2L',microsoft,neutral
'New #HPVirtualSystem 4 #Microsoft enhances development deployment &amp; mgmnt of IT http://t.co/Q3cbxvKb',microsoft,neutral
'Distrust and angst amongst #Nokia employees against #Selop #Microsoft fixation. http://t.co/jkOTcrMb',microsoft,negative
'By 4:30pm: For E-Commerce Times Erika Morphy seeks experts re: #Microsoft &quot;Playful Learning&quot;: pros/cons for kids: http://t.co/WPO9l63f',microsoft,neutral
'Steve Ballmer At Web 2.0: #Microsoft CEO Disses Android #iPhone http://t.co/JivkVbAh #sem #mobile',microsoft,neutral
'#Microsoft CEO on #Android: You Have to Be a #Computer #Scientist to Use It - huffington post http://t.co/7PDBvauM #tech #mobile',microsoft,neutral
#microsoft,microsoft,neutral
'With #Holodesk from #Microsoft research you can manipulate 3-D virtual images with your hands http://t.co/lTws9xvx',microsoft,neutral
'We have had a great time at #TechEdAfrica thanks to all the sponsors delegates #Microsoft and #mimecastsa.',microsoft,positive
'Spend $499 at a Microsoft Store and Get a Free Windows Phone http://t.co/1zRhXnVd #wp7 #wp7dev #windowsphone #Microsoft',microsoft,neutral
'RT @WinBetaDotOrg: Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone',microsoft,neutral
'What????????s new in the #Microsoft world after #bldwin? Find out at #DevReach in Europe. Register at',microsoft,neutral
'RT @jblank23: #Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis',microsoft,neutral
'#Microsoft Steve Ballmer speaks at Web 2.0 Summit in San Francisco: http://t.co/awtf2xJW #Bing #Android #Google #Apple #Amazon',microsoft,neutral
'#Microsoft Turns Your Body Into A Touchscreen @PSFK: http://t.co/GMT9sLfN via @AddThis',microsoft,neutral
'#Microsoft\'s Ballmer Swipes at #Google http://t.co/Ve3LMoTn',microsoft,neutral
'Microsoft giving away free Windows Phones with a $499 purchase http://t.co/K2qYY9ex #Microsoft #Windows_Phone',microsoft,neutral
'Microsoft giving away free Windows Phones with a $499 purchase http://t.co/GHPcGCpX #Microsoft #Windows_Phone',microsoft,neutral
'#SIGSource Dawn Evans interviewing #Microsoft\'s Tim McBride in SIG\'s Inside Source exec video series. In a new role in financial operations',microsoft,neutral
'#Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android iPhone: According to GeekWire Ba... http://t.co/5L3vWLZJ #TCN',microsoft,neutral
'Validated that #Microsoft #iSCSI target in Win Server 8 works fine with #VMware #vSphere5 / ESXi5 no errors - more: http://t.co/6qnLWFt7',microsoft,positive
'#Jobs at #Microsoft #Consultant in: Germany #Sharepoint #SCOM Sweden #BI #Sharepoint #CRM Italy #infrastructure #TAM #BI #Architect',microsoft,neutral
'$4.5B #Nortel #IP Deal Still Under #DOJ Review: #Microsoft Exec (via @IPLaw360) http://t.co/DGIkwyoi #in',microsoft,neutral
'I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye',microsoft,negative
'first steps to holographic user interfaces? http://t.co/XkavtOm9 #microsoft #research',microsoft,neutral
'New post: Touch Everywhere http://t.co/KKDup8v1 #microsoft #research #touch',microsoft,neutral
'Two Extremes of Touch Interaction #Microsoft #future #fb http://t.co/Di9QkGa5',microsoft,neutral
'@MSPartners can join: BizSpark http://t.co/YTyl8Wm0  or WebsiteSpark http://t.co/10AzXP9q! #Microsoft #MPN',microsoft,neutral
